"시설별(1)","시설별(2)",시설별(3),자치구별(1),자치구별(2),2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"분류식 (m)","오수관거",사각형 암거,합계,강서구,-,-,-,-,1650,1650,1650,1650,1650,1650,1972,-,1830,1802,1802,1802,1802,1802,1601,2424,2424
"분류식 (m)","오수관거",사각형 암거,합계,구로구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,386,386
"분류식 (m)","오수관거",사각형 암거,합계,금천구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2996,2996
"분류식 (m)","오수관거",사각형 암거,합계,영등포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,429,429
"분류식 (m)","오수관거",사각형 암거,합계,동작구,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,0,342,342
"분류식 (m)","오수관거",사각형 암거,합계,관악구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,8329,8329
"분류식 (m)","오수관거",사각형 암거,합계,서초구,-,-,-,-,-,-,24,-,-,-,23,23,23,23,23,23,23,23,23,4870,4870
"분류식 (m)","오수관거",사각형 암거,합계,강남구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,241
"분류식 (m)","오수관거",사각형 암거,합계,송파구,-,-,-,-,6350,6350,6350,6350,6350,6350,6303,16,8,446,446,446,446,446,446,676,676
"분류식 (m)","오수관거",사각형 암거,합계,강동구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,2
"분류식 (m)","오수관거",사각형 암거,합계,중랑처리장,-,-,-,-,92659,92659,92659,50395,93500,95072,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","오수관거",사각형 암거,합계,탄천처리장,-,-,-,-,25976,25976,25976,24876,25976,25976,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","오수관거",사각형 암거,합계,서남처리장,-,-,-,-,69252,69715,69715,50396,69094,69094,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","오수관거",사각형 암거,합계,난지처리장,-,-,-,-,76507,76507,76507,37763,73721,75810,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","오수관거",원형 암거,합계,소계,566270,575272,668270,604692,606826,607616,616975,621925,623937,627108,441267,519423,531220,570353,604928,607184,618028,630618,661138,739086,754552
"분류식 (m)","오수관거",원형 암거,합계,종로구,-,-,-,-,-,-,-,-,-,-,-,1458,1437,1160,1150,1150,1188,1188,1196,1309,8483
"분류식 (m)","오수관거",원형 암거,합계,중구,-,-,-,-,-,-,-,-,-,-,243,240,238,259,994,1064,1192,1192,1520,1636,1667
"분류식 (m)","오수관거",원형 암거,합계,용산구,-,-,-,-,1270,1270,2338,2338,2338,2338,7568,7568,7969,7813,8062,8062,8064,8064,8364,8364,8364
"분류식 (m)","오수관거",원형 암거,합계,성동구,-,-,-,-,-,-,-,-,-,-,-,513,481,1304,1553,1696,2141,2141,2309,3522,3522
"분류식 (m)","오수관거",원형 암거,합계,광진구,-,-,-,-,-,-,-,-,-,-,-,1056,1056,1375,1375,1375,1375,1375,1375,1715,2837
"분류식 (m)","오수관거",원형 암거,합계,동대문구,-,-,-,-,-,-,-,-,-,-,-,1812,1811,2204,2534,2534,2578,2578,2578,2643,2643
"분류식 (m)","오수관거",원형 암거,합계,중랑구,-,-,-,-,8705,8705,8705,8705,8705,8705,8705,8181,8564,12390,12830,12830,13061,13061,13060,13194,13517
"분류식 (m)","오수관거",원형 암거,합계,성북구,-,-,-,-,-,-,-,-,-,-,-,6582,6519,6564,6590,6948,6742,7568,9835,11673,11824
"분류식 (m)","오수관거",원형 암거,합계,강북구,-,-,-,-,7542,7542,7542,7542,7542,7542,1081,2027,2027,2239,2240,2240,2240,2234,2234,2190,2190
"분류식 (m)","오수관거",원형 암거,합계,도봉구,-,-,-,-,29163,29163,29163,29163,29163,29163,29163,17906,17862,18047,18039,18039,17983,18579,18579,20917,20929
"분류식 (m)","오수관거",원형 암거,합계,노원구,-,-,-,-,56498,56498,56498,56588,57088,57088,57088,56482,57513,57851,61201,61201,61548,62529,63366,68542,68521
"분류식 (m)","오수관거",원형 암거,합계,은평구,-,-,-,-,-,-,-,-,-,-,-,875,891,23576,24756,24756,24443,27811,27790,31474,32866
"분류식 (m)","오수관거",원형 암거,합계,서대문구,-,-,-,-,-,-,309,734,-,-,1486,3718,5838,7398,9030,9030,9289,9411,9748,10124,10129
"분류식 (m)","오수관거",원형 암거,합계,마포구,-,-,-,-,24532,24532,24532,24684,24684,24684,24684,16511,16376,16675,17316,17316,17316,17317,17505,17943,17877
"분류식 (m)","오수관거",원형 암거,합계,양천구,-,-,-,-,44186,44186,44186,44186,44393,44393,38349,41522,42280,42327,47183,47455,47924,47790,49773,51407,51434
"분류식 (m)","오수관거",원형 암거,합계,강서구,-,-,-,-,21857,22344,27434,27434,27434,27592,38595,41522,44214,47473,58273,58273,58261,62804,77183,78807,78822
"분류식 (m)","오수관거",원형 암거,합계,구로구,-,-,-,-,-,-,-,-,-,-,3664,3691,4936,5932,6223,6223,6223,6223,6468,15049,15049
"분류식 (m)","오수관거",원형 암거,합계,금천구,-,-,-,-,-,-,-,-,-,-,-,1937,1937,1937,2464,2464,2526,2541,2682,5500,5500
"분류식 (m)","오수관거",원형 암거,합계,영등포구,-,-,-,-,-,-,-,-,-,-,-,1016,1025,1042,1176,1877,2485,2853,2863,3086,3633
"분류식 (m)","오수관거",원형 암거,합계,동작구,-,-,-,-,-,-,-,-,-,-,2686,2759,2761,3376,3839,3839,3717,4406,4406,4644,4644
"분류식 (m)","오수관거",원형 암거,합계,관악구,-,-,-,-,-,-,-,-,-,-,-,859,1617,1579,1623,1640,1762,1762,1762,5142,5142
"분류식 (m)","오수관거",원형 암거,합계,서초구,-,-,-,-,15078,15078,15394,15394,15418,15418,35204,35454,35707,39690,40106,40121,45267,46286,46295,61815,61860
"분류식 (m)","오수관거",원형 암거,합계,강남구,-,-,-,-,76483,76483,76483,76483,76483,76921,59457,59447,60608,60554,68703,69366,72995,73146,77480,88377,92658
"분류식 (m)","오수관거",원형 암거,합계,송파구,-,-,-,-,96577,96577,96577,96577,96577,96577,77947,146073,148424,148346,147891,147891,147801,147851,153393,166212,166665
"분류식 (m)","오수관거",원형 암거,합계,강동구,-,-,-,-,46926,46926,47104,47104,47104,47104,55348,60212,59126,59242,59779,59795,59906,59908,59374,63802,63778
"분류식 (m)","오수관거",원형 암거,합계,중랑처리장,-,-,-,-,78757,78757,80087,80407,82422,87887,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","오수관거",원형 암거,합계,탄천처리장,-,-,-,-,61093,61093,62161,62790,62790,62634,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","오수관거",원형 암거,합계,서남처리장,-,-,-,-,20776,21025,21025,21573,21573,21573,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","오수관거",원형 암거,합계,난지처리장,-,-,-,-,17383,17437,17437,20223,20223,17489,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",계획연장,합계,소계,518462,520643,540878,562394,565846,566312,573235,574018,574850,574850,510080,300104,363254,391965,442981,451214,565579,450607,621531,547869,594115
"분류식 (m)","우수관거",계획연장,합계,종로구,-,-,-,-,-,-,-,-,-,-,15943,17623,16093,15685,15473,15605,21963,15605,22077,17355,17299
"분류식 (m)","우수관거",계획연장,합계,중구,-,-,-,-,-,-,-,-,-,-,3851,3705,3705,3608,3497,3712,5088,3712,5607,3972,3972
"분류식 (m)","우수관거",계획연장,합계,용산구,-,-,-,-,1270,1270,1270,1270,1270,1270,10301,10357,9590,9768,9788,9788,9969,9788,10027,9788,9788
"분류식 (m)","우수관거",계획연장,합계,성동구,-,-,-,-,-,-,-,-,-,-,3894,3961,3834,5782,5712,5731,6964,5731,6669,5731,5731
"분류식 (m)","우수관거",계획연장,합계,광진구,-,-,-,-,-,-,-,-,-,-,392,392,417,416,607,607,1458,-,4973,3830,3830
"분류식 (m)","우수관거",계획연장,합계,동대문구,-,-,-,-,-,-,-,-,-,-,2139,3711,3692,3925,3880,3880,3882,3880,3885,3880,3880
"분류식 (m)","우수관거",계획연장,합계,중랑구,-,-,-,-,13148,13148,13148,13148,13148,13148,12837,3102,3465,10055,10136,10136,10500,10136,10636,11495,15146
"분류식 (m)","우수관거",계획연장,합계,성북구,-,-,-,-,-,-,-,-,-,-,9951,9130,9126,8934,8715,8820,11043,8820,13151,12042,12009
"분류식 (m)","우수관거",계획연장,합계,강북구,-,-,-,-,12790,12790,12790,12790,12790,12790,1157,1369,1369,1359,1469,1469,4788,1469,4697,1469,1469
"분류식 (m)","우수관거",계획연장,합계,도봉구,-,-,-,-,16785,16785,16785,16785,16785,16785,18358,5376,5366,5144,5144,5144,7471,5144,7306,5314,5307
"분류식 (m)","우수관거",계획연장,합계,노원구,-,-,-,-,144140,144140,144140,144239,145346,145346,141242,3556,17194,17518,17086,17086,26807,17086,28219,17303,19009
"분류식 (m)","우수관거",계획연장,합계,은평구,-,-,-,-,-,-,-,-,-,-,829,876,816,30340,31567,31567,38198,31567,37829,31567,32012
"분류식 (m)","우수관거",계획연장,합계,서대문구,-,-,-,-,-,-,319,319,-,-,6017,5442,6980,7211,10156,10156,10156,10156,11386,11861,11861
"분류식 (m)","우수관거",계획연장,합계,마포구,-,-,-,-,49181,49181,49181,49375,49419,49419,49329,28565,28852,31505,32619,32619,33352,32619,33223,32619,32619
"분류식 (m)","우수관거",계획연장,합계,양천구,-,-,-,-,45378,45378,45378,45868,45868,45868,13067,13318,13913,13790,13766,14128,15187,14128,19062,19245,19244
"분류식 (m)","우수관거",계획연장,합계,강서구,-,-,-,-,53928,54394,60828,60828,60828,60828,48253,12213,49437,46525,63544,65940,71871,65940,90035,87170,86854
"분류식 (m)","우수관거",계획연장,합계,구로구,-,-,-,-,-,-,-,-,-,-,12379,12404,14740,16664,19971,19971,23288,19971,24994,28747,28747
"분류식 (m)","우수관거",계획연장,합계,금천구,-,-,-,-,-,-,-,-,-,-,3566,3958,4588,3378,16821,16694,16694,16694,16694,16694,16694
"분류식 (m)","우수관거",계획연장,합계,영등포구,-,-,-,-,-,-,-,-,-,-,2365,3827,3853,3853,2680,3102,3564,3102,3572,3340,7697
"분류식 (m)","우수관거",계획연장,합계,동작구,-,-,-,-,-,-,-,-,-,-,1638,2173,2173,2292,2292,2292,2581,2292,3884,4677,4676
"분류식 (m)","우수관거",계획연장,합계,관악구,-,-,-,-,-,-,-,-,-,-,1235,1274,1201,1096,1286,1387,10380,1387,12510,2318,3272
"분류식 (m)","우수관거",계획연장,합계,서초구,-,-,-,-,11583,11583,11583,11583,11583,11583,9292,10049,14142,18259,19455,21264,48177,21264,48660,36223,48824
"분류식 (m)","우수관거",계획연장,합계,강남구,-,-,-,-,47249,47249,47249,47249,47249,47249,16386,16642,17622,17696,26203,26203,43166,26203,43794,36227,56955
"분류식 (m)","우수관거",계획연장,합계,송파구,-,-,-,-,112590,112590,112590,112590,112590,112590,99991,99809,103969,90137,91642,91642,103268,91642,119365,108624,109400
"분류식 (m)","우수관거",계획연장,합계,강동구,-,-,-,-,57804,57804,57974,57974,57974,57974,25669,27275,27118,27025,29472,32271,35763,32271,39278,36378,37821
"분류식 (m)","우수관거",시설연장,합계,소계,518462,520643,540878,562394,565846,566312,573235,574018,574850,574864,510080,300104,363254,391965,442981,451214,563167,565160,620779,540375,586592
"분류식 (m)","우수관거",시설연장,합계,종로구,-,-,-,-,-,-,-,-,-,-,15943,17623,16093,15685,15473,15605,21963,21931,22077,17355,17299
"분류식 (m)","우수관거",시설연장,합계,중구,-,-,-,-,-,-,-,-,-,-,3851,3705,3705,3608,3497,3712,5088,5174,5607,3972,3972
"분류식 (m)","우수관거",시설연장,합계,용산구,-,-,-,-,1270,1270,1270,1270,1270,1270,10301,10357,9590,9768,9788,9788,9969,9969,10027,9634,9601
"분류식 (m)","우수관거",시설연장,합계,성동구,-,-,-,-,-,-,-,-,-,-,3894,3961,3834,5782,5712,5731,6964,7532,6669,5589,5537
"분류식 (m)","우수관거",시설연장,합계,광진구,-,-,-,-,-,-,-,-,-,-,392,392,417,416,607,607,1458,773,4973,3830,3830
"분류식 (m)","우수관거",시설연장,합계,동대문구,-,-,-,-,-,-,-,-,-,-,2139,3711,3692,3925,3880,3880,3882,3885,3885,3793,3243
"분류식 (m)","우수관거",시설연장,합계,중랑구,-,-,-,-,13148,13148,13148,13148,13148,13148,12837,3102,3465,10055,10136,10136,10500,10500,10636,11495,15146
"분류식 (m)","우수관거",시설연장,합계,성북구,-,-,-,-,-,-,-,-,-,-,9951,9130,9126,8934,8715,8820,11043,11722,13151,12042,12009
"분류식 (m)","우수관거",시설연장,합계,강북구,-,-,-,-,12790,12790,12790,12790,12790,12790,1157,1369,1369,1359,1469,1469,4788,4774,4697,1357,1357
"분류식 (m)","우수관거",시설연장,합계,도봉구,-,-,-,-,16785,16785,16785,16785,16785,16785,18358,5376,5366,5144,5144,5144,7471,7532,7306,5314,5307
"분류식 (m)","우수관거",시설연장,합계,노원구,-,-,-,-,144140,144140,144140,144239,145346,145346,141242,3556,17194,17518,17086,17086,26807,27444,28219,17303,19009
"분류식 (m)","우수관거",시설연장,합계,은평구,-,-,-,-,-,-,-,-,-,-,829,876,816,30340,31567,31567,38198,36423,37829,31027,32012
"분류식 (m)","우수관거",시설연장,합계,서대문구,-,-,-,-,-,-,319,319,-,-,6017,5442,6980,7211,10156,10156,9800,11084,11386,11861,11861
"분류식 (m)","우수관거",시설연장,합계,마포구,-,-,-,-,49181,49181,49181,49375,49419,49419,49329,28565,28852,31505,32619,32619,33352,33289,33223,32516,32489
"분류식 (m)","우수관거",시설연장,합계,양천구,-,-,-,-,45378,45378,45378,45868,45868,45868,13067,13318,13913,13790,13766,14128,15187,15187,19062,19245,19244
"분류식 (m)","우수관거",시설연장,합계,강서구,-,-,-,-,53928,54394,60828,60828,60828,60842,48253,12213,49437,46525,63544,65940,71871,67334,90035,87170,86854
"분류식 (m)","우수관거",시설연장,합계,구로구,-,-,-,-,-,-,-,-,-,-,12379,12404,14740,16664,19971,19971,23288,23939,24994,28747,28747
"분류식 (m)","우수관거",시설연장,합계,금천구,-,-,-,-,-,-,-,-,-,-,3566,3958,4588,3378,16821,16694,14637,14672,15942,10337,10430
"분류식 (m)","우수관거",시설연장,합계,영등포구,-,-,-,-,-,-,-,-,-,-,2365,3827,3853,3853,2680,3102,3564,3564,3572,3340,7697
"분류식 (m)","우수관거",시설연장,합계,동작구,-,-,-,-,-,-,-,-,-,-,1638,2173,2173,2292,2292,2292,2581,3539,3884,4677,4676
"분류식 (m)","우수관거",시설연장,합계,관악구,-,-,-,-,-,-,-,-,-,-,1235,1274,1201,1096,1286,1387,10380,10380,12510,2318,3272
"분류식 (m)","우수관거",시설연장,합계,서초구,-,-,-,-,11583,11583,11583,11583,11583,11583,9292,10049,14142,18259,19455,21264,48177,47605,48660,36223,48824
"분류식 (m)","우수관거",시설연장,합계,강남구,-,-,-,-,47249,47249,47249,47249,47249,47249,16386,16642,17622,17696,26203,26203,43166,43747,43794,36227,56955
"분류식 (m)","우수관거",시설연장,합계,송파구,-,-,-,-,112590,112590,112590,112590,112590,112590,99991,99809,103969,90137,91642,91642,103268,105806,119365,108624,109400
"분류식 (m)","우수관거",시설연장,합계,강동구,-,-,-,-,57804,57804,57974,57974,57974,57974,25669,27275,27118,27025,29472,32271,35763,37354,39278,36378,37821
"분류식 (m)","우수관거",사각형 암거,합계,소계,77340,76662,80155,83579,83579,161624,85464,85464,85464,85464,64556,26969,37235,33711,45442,45913,86449,86639,95232,51334,51377
"분류식 (m)","우수관거",사각형 암거,합계,종로구,-,-,-,-,-,83579,-,-,-,-,-,-,-,-,-,-,4579,4579,4578,-,-
"분류식 (m)","우수관거",사각형 암거,합계,중구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1507,1507,1515,-,-
"분류식 (m)","우수관거",사각형 암거,합계,용산구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,378,378,378,-,-
"분류식 (m)","우수관거",사각형 암거,합계,성동구,-,-,-,-,-,-,-,-,-,-,-,-,-,1099,1099,1099,1234,1234,339,339,339
"분류식 (m)","우수관거",사각형 암거,합계,광진구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,772,87,87,-,-
"분류식 (m)","우수관거",사각형 암거,합계,동대문구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-
"분류식 (m)","우수관거",사각형 암거,합계,중랑구,-,-,-,-,580,-,580,580,580,580,580,-,-,2427,2427,2427,2427,2427,2505,2436,2505
"분류식 (m)","우수관거",사각형 암거,합계,성북구,-,-,-,-,-,580,-,-,-,-,-,-,-,-,-,-,1750,1750,1750,-,-
"분류식 (m)","우수관거",사각형 암거,합계,강북구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3288,3288,3288,-,-
"분류식 (m)","우수관거",사각형 암거,합계,도봉구,-,-,-,-,1269,-,1269,1269,1269,1269,1269,157,157,157,157,157,162,162,162,157,157
"분류식 (m)","우수관거",사각형 암거,합계,노원구,-,-,-,-,19830,1269,19830,19830,19830,19830,19830,-,291,295,295,295,6414,6609,6609,375,375
"분류식 (m)","우수관거",사각형 암거,합계,은평구,-,-,-,-,-,19830,-,-,-,-,-,-,-,1950,2013,2013,4126,4126,4497,230,230
"분류식 (m)","우수관거",사각형 암거,합계,서대문구,-,-,-,-,-,-,-,-,-,-,-,-,865,-,1763,1763,1474,1474,1505,918,918
"분류식 (m)","우수관거",사각형 암거,합계,마포구,-,-,-,-,7983,-,7983,7983,7983,7983,7983,767,767,767,767,767,1712,1712,1712,648,648
"분류식 (m)","우수관거",사각형 암거,합계,양천구,-,-,-,-,14657,7983,14657,14657,14657,14657,1596,1596,1596,1728,1728,1728,2185,2185,2185,1728,1728
"분류식 (m)","우수관거",사각형 암거,합계,강서구,-,-,-,-,12475,14657,14360,14360,14360,14360,9916,1596,9772,7996,12693,12840,13665,13665,20504,17800,17773
"분류식 (m)","우수관거",사각형 암거,합계,구로구,-,-,-,-,-,12475,-,-,-,-,1667,1667,2488,2488,2489,2489,2587,2587,2875,3080,3080
"분류식 (m)","우수관거",사각형 암거,합계,금천구,-,-,-,-,-,-,-,-,-,-,-,571,697,-,1505,1505,3945,3945,3945,949,949
"분류식 (m)","우수관거",사각형 암거,합계,영등포구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,179,609,609,609,179,179
"분류식 (m)","우수관거",사각형 암거,합계,동작구,-,-,-,-,-,-,-,-,-,-,-,67,67,67,67,67,409,587,587,242,242
"분류식 (m)","우수관거",사각형 암거,합계,관악구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8329,8329,8329,-,-
"분류식 (m)","우수관거",사각형 암거,합계,서초구,-,-,-,-,1561,-,1561,1561,1561,1561,-,-,16,745,761,761,5065,5065,5276,1618,1618
"분류식 (m)","우수관거",사각형 암거,합계,강남구,-,-,-,-,5660,1561,5660,5660,5660,5660,1254,1254,1254,1254,4761,4761,6862,6862,6862,6862,6862
"분류식 (m)","우수관거",사각형 암거,합계,송파구,-,-,-,-,14030,5660,14030,14030,14030,14030,14030,12701,12704,6178,6178,6178,6408,6750,8413,6960,6960
"분류식 (m)","우수관거",사각형 암거,합계,강동구,-,-,-,-,5534,14030,5534,5534,5534,5534,6432,6593,6560,6560,6560,6883,6563,6724,6724,6813,6814
"분류식 (m)","우수관거",원형 암거,합계,소계,416514,419248,435594,452984,456387,867906,907453,462669,463501,463515,331951,159758,211518,244206,284168,290236,362108,363940,410814,374401,419452
"분류식 (m)","우수관거",원형 암거,합계,종로구,-,-,-,-,-,456853,-,-,-,-,-,297,297,297,329,329,474,474,621,476,476
"분류식 (m)","우수관거",원형 암거,합계,중구,-,-,-,-,-,-,-,-,-,-,600,617,617,597,592,819,786,786,1302,1186,1186
"분류식 (m)","우수관거",원형 암거,합계,용산구,-,-,-,-,1270,1270,1270,1270,1270,1270,272,41,15,41,130,130,41,41,99,99,99
"분류식 (m)","우수관거",원형 암거,합계,성동구,-,-,-,-,-,-,-,-,-,-,-,403,403,2331,2484,2503,3695,4263,4296,3216,3216
"분류식 (m)","우수관거",원형 암거,합계,광진구,-,-,-,-,-,-,-,-,-,-,-,-,25,25,216,216,295,295,4494,3439,3439
"분류식 (m)","우수관거",원형 암거,합계,동대문구,-,-,-,-,-,-,-,-,-,-,-,1572,1553,1553,1508,1508,1576,1576,1576,1513,1438
"분류식 (m)","우수관거",원형 암거,합계,중랑구,-,-,-,-,9907,-,9907,9907,9907,9907,9907,752,1112,5901,5982,5982,6038,6038,6047,6976,10648
"분류식 (m)","우수관거",원형 암거,합계,성북구,-,-,-,-,-,9907,-,-,-,-,-,274,274,255,274,424,945,1661,3089,3733,3733
"분류식 (m)","우수관거",원형 암거,합계,강북구,-,-,-,-,12725,-,12725,12725,12725,12725,-,212,212,212,212,212,243,225,225,215,215
"분류식 (m)","우수관거",원형 암거,합계,도봉구,-,-,-,-,15306,12725,15306,15306,15306,15306,15306,3138,3129,3127,3127,3127,5234,5312,5318,3375,3378
"분류식 (m)","우수관거",원형 암거,합계,노원구,-,-,-,-,117188,15306,117188,117287,118394,118394,118394,727,13271,13131,12702,12702,17665,18109,18884,14202,14512
"분류식 (m)","우수관거",원형 암거,합계,은평구,-,-,-,-,-,117188,-,-,-,-,-,-,-,27332,28508,28508,33027,31252,32347,30006,30991
"분류식 (m)","우수관거",원형 암거,합계,서대문구,-,-,-,-,-,-,319,319,-,-,2665,2665,2682,2654,4163,4163,4227,5511,5911,6974,6974
"분류식 (m)","우수관거",원형 암거,합계,마포구,-,-,-,-,40100,-,40100,40294,40338,40338,40338,25983,25664,28513,29631,29631,29418,29391,29390,29749,29749
"분류식 (m)","우수관거",원형 암거,합계,양천구,-,-,-,-,26504,40100,26504,26994,26994,26994,8807,9098,9693,9105,9082,9586,10239,10239,14027,14667,14667
"분류식 (m)","우수관거",원형 암거,합계,강서구,-,-,-,-,39077,26504,44092,44092,44092,44106,36824,9098,38152,37064,49385,51634,56740,52203,68057,67896,67607
"분류식 (m)","우수관거",원형 암거,합계,구로구,-,-,-,-,-,39543,-,-,-,-,5313,5337,6852,8803,10113,10113,13282,13933,14700,18281,18281
"분류식 (m)","우수관거",원형 암거,합계,금천구,-,-,-,-,-,-,-,-,-,-,-,2216,1045,1033,14135,14135,9639,9673,10943,8161,8253
"분류식 (m)","우수관거",원형 암거,합계,영등포구,-,-,-,-,-,-,-,-,-,-,-,1462,1488,1488,154,577,609,609,617,814,3511
"분류식 (m)","우수관거",원형 암거,합계,동작구,-,-,-,-,-,-,-,-,-,-,1033,1500,1500,1620,1620,1620,1567,2347,2693,3841,3840
"분류식 (m)","우수관거",원형 암거,합계,관악구,-,-,-,-,-,-,-,-,-,-,-,120,120,-,-,20,684,684,2819,956,1909
"분류식 (m)","우수관거",원형 암거,합계,서초구,-,-,-,-,9471,-,9471,9471,9471,9471,267,91,4245,6804,7424,7424,30205,29633,29807,20918,34073
