"시설별(1)","시설별(2)",시설별(3),자치구별(1),자치구별(2),2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"분류식 (m)","우수관거",원형 암거,합계,강남구,-,-,-,-,41589,9471,41589,41589,41589,41589,5822,5822,6802,7363,13988,13988,29171,29753,29799,22232,43562
"분류식 (m)","우수관거",원형 암거,합계,송파구,-,-,-,-,97450,41589,97450,97450,97450,97450,75010,76199,80150,72845,73850,73850,85473,87668,99564,90277,91052
"분류식 (m)","우수관거",원형 암거,합계,강동구,-,-,-,-,45800,97450,45965,45965,45965,45965,11393,12134,12216,12112,14558,17034,20835,22265,24189,21200,22642
"분류식 (m)","우수관거",원형 암거,합계,중랑처리장,-,-,-,-,-,-,172746,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",원형 암거,합계,탄천처리장,-,-,-,-,-,-,88137,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",원형 암거,합계,서남처리장,-,-,-,-,-,-,90740,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",원형 암거,합계,난지처리장,-,-,-,-,-,-,93944,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",개거,합계,소계,3077,3077,3077,3077,3077,6154,448644,3147,3077,3077,51184,49043,50568,47331,44800,44502,42479,42330,42095,42015,41040
"분류식 (m)","우수관거",개거,합계,종로구,-,-,-,-,-,3077,-,-,-,-,7063,6897,6897,5464,5222,5222,4968,4937,4937,4937,4937
"분류식 (m)","우수관거",개거,합계,중구,-,-,-,-,-,-,-,-,-,-,2032,1905,1905,1828,1630,1630,1630,1630,1538,1534,1534
"분류식 (m)","우수관거",개거,합계,용산구,-,-,-,-,-,-,-,-,-,-,4403,4403,4403,4403,4403,4403,4403,4403,4403,4403,4403
"분류식 (m)","우수관거",개거,합계,성동구,-,-,-,-,-,-,-,-,-,-,464,520,398,398,398,398,398,398,398,398,398
"분류식 (m)","우수관거",개거,합계,광진구,-,-,-,-,-,-,-,-,-,-,153,153,153,153,153,153,153,153,153,153,153
"분류식 (m)","우수관거",개거,합계,동대문구,-,-,-,-,-,-,-,-,-,-,1898,1898,1898,1898,1898,1898,1898,1902,1902,1902,1426
"분류식 (m)","우수관거",개거,합계,중랑구,-,-,-,-,-,-,-,-,-,-,2322,2322,2322,1696,1696,1696,1696,1696,1716,1716,1625
"분류식 (m)","우수관거",개거,합계,성북구,-,-,-,-,-,-,-,-,-,-,3936,2942,2942,2563,2563,2563,2563,2563,2563,2569,2483
"분류식 (m)","우수관거",개거,합계,강북구,-,-,-,-,-,-,-,-,-,-,645,645,645,645,645,645,645,649,620,620,620
"분류식 (m)","우수관거",개거,합계,도봉구,-,-,-,-,-,-,-,-,-,-,670,723,723,503,503,503,723,706,706,699,699
"분류식 (m)","우수관거",개거,합계,노원구,-,-,-,-,-,-,-,-,-,-,2480,2509,2780,3000,2864,2864,1502,1393,1393,1393,1393
"분류식 (m)","우수관거",개거,합계,은평구,-,-,-,-,-,-,-,-,-,-,541,564,503,430,430,430,430,430,410,216,216
"분류식 (m)","우수관거",개거,합계,서대문구,-,-,-,-,-,-,-,-,-,-,627,491,492,601,649,649,518,518,407,407,407
"분류식 (m)","우수관거",개거,합계,마포구,-,-,-,-,-,-,-,-,-,-,476,476,476,276,216,216,216,216,216,207,207
"분류식 (m)","우수관거",개거,합계,양천구,-,-,-,-,2661,-,2661,2661,2661,2661,1460,1421,1421,1471,1471,1328,1278,1278,1278,1278,1277
"분류식 (m)","우수관거",개거,합계,강서구,-,-,-,-,-,2661,-,-,-,-,1222,1229,1222,1175,1175,1175,1175,1175,1175,1175,1175
"분류식 (m)","우수관거",개거,합계,구로구,-,-,-,-,-,-,-,-,-,-,1916,1916,1916,1865,2521,2521,2572,2572,2572,2537,2537
"분류식 (m)","우수관거",개거,합계,금천구,-,-,-,-,-,-,-,-,-,-,3543,1171,2687,2345,1180,1053,1053,1053,1053,1228,1228
"분류식 (m)","우수관거",개거,합계,영등포구,-,-,-,-,-,-,-,-,-,-,2350,2350,2350,2350,2331,2331,2331,2331,2331,2331,2331
"분류식 (m)","우수관거",개거,합계,동작구,-,-,-,-,-,-,-,-,-,-,462,462,462,462,462,462,462,462,462,450,450
"분류식 (m)","우수관거",개거,합계,관악구,-,-,-,-,-,-,-,-,-,-,1097,1016,943,943,899,870,870,870,866,866,866
"분류식 (m)","우수관거",개거,합계,서초구,-,-,-,-,416,-,416,416,416,416,5914,6699,6699,6541,6540,6540,6365,6365,6366,6366,6042
"분류식 (m)","우수관거",개거,합계,강남구,-,-,-,-,-,416,-,-,-,-,4303,4303,4303,4294,2924,2924,2603,2603,2603,2603,2603
"분류식 (m)","우수관거",개거,합계,송파구,-,-,-,-,-,-,-,-,-,-,359,370,370,370,370,370,370,370,370,370,370
"분류식 (m)","우수관거",개거,합계,강동구,-,-,-,-,-,-,-,-,-,-,847,1657,1657,1657,1657,1657,1657,1657,1657,1657,1657
"분류식 (m)","우수관거",개거,합계,중랑처리장,-,-,-,-,-,-,172746,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",개거,합계,탄천처리장,-,-,-,-,-,-,88137,70,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",개거,합계,서남처리장,-,-,-,-,-,-,90740,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",개거,합계,난지처리장,-,-,-,-,-,-,93944,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",측구,합계,소계,21531,21656,22052,22754,22803,39136,287665,121626,22808,22808,62388,64334,63934,66717,68570,70563,72131,72252,72639,72625,74724
"분류식 (m)","우수관거",측구,합계,종로구,-,-,-,-,-,22803,-,-,-,-,8881,10429,8899,9924,9921,10054,11942,11941,11941,11942,11886
"분류식 (m)","우수관거",측구,합계,중구,-,-,-,-,-,-,-,-,-,-,1219,1183,1183,1183,1276,1263,1166,1252,1252,1252,1252
"분류식 (m)","우수관거",측구,합계,용산구,-,-,-,-,-,-,-,-,-,-,5626,5913,5172,5324,5254,5254,5147,5147,5147,5132,5099
"분류식 (m)","우수관거",측구,합계,성동구,-,-,-,-,-,-,-,-,-,-,3429,3038,3032,1954,1730,1730,1637,1637,1636,1636,1584
"분류식 (m)","우수관거",측구,합계,광진구,-,-,-,-,-,-,-,-,-,-,238,238,238,238,238,238,238,238,238,238,238
"분류식 (m)","우수관거",측구,합계,동대문구,-,-,-,-,-,-,-,-,-,-,241,241,241,474,474,474,408,408,408,378,378
"분류식 (m)","우수관거",측구,합계,중랑구,-,-,-,-,2661,-,2661,2661,2661,2661,28,28,31,31,31,31,340,340,368,368,368
"분류식 (m)","우수관거",측구,합계,성북구,-,-,-,-,-,2661,-,-,-,-,6014,5914,5910,6116,5877,5833,5785,5748,5749,5741,5793
"분류식 (m)","우수관거",측구,합계,강북구,-,-,-,-,65,-,65,65,65,65,512,512,512,502,612,612,612,612,564,522,522
"분류식 (m)","우수관거",측구,합계,도봉구,-,-,-,-,210,65,210,210,210,210,1113,1357,1357,1357,1357,1357,1353,1353,1120,1083,1074
"분류식 (m)","우수관거",측구,합계,노원구,-,-,-,-,7122,210,7122,7122,7122,7122,538,319,852,1092,1226,1226,1226,1333,1333,1333,2729
"분류식 (m)","우수관거",측구,합계,은평구,-,-,-,-,-,7122,-,-,-,-,288,312,313,628,616,616,616,616,575,575,575
"분류식 (m)","우수관거",측구,합계,서대문구,-,-,-,-,-,-,-,-,-,-,2726,2286,2941,3956,3582,3582,3582,3582,3563,3563,3563
"분류식 (m)","우수관거",측구,합계,마포구,-,-,-,-,1098,-,1098,1098,1098,1098,532,1340,1946,1949,2005,2005,2005,1970,1905,1912,1886
"분류식 (m)","우수관거",측구,합계,양천구,-,-,-,-,1556,1098,1556,1556,1556,1556,1203,1203,1203,1486,1486,1486,1486,1486,1572,1572,1572
"분류식 (m)","우수관거",측구,합계,강서구,-,-,-,-,2376,1556,2376,2376,2376,2376,290,290,290,290,290,290,290,290,299,299,299
"분류식 (m)","우수관거",측구,합계,구로구,-,-,-,-,-,2376,-,-,-,-,3483,3483,3483,3508,4848,4848,4848,4848,4848,4848,4848
"분류식 (m)","우수관거",측구,합계,금천구,-,-,-,-,-,-,-,-,-,-,23,-,159,-,-,-,-,-,0,-,-
"분류식 (m)","우수관거",측구,합계,영등포구,-,-,-,-,-,-,-,-,-,-,15,15,15,15,15,15,15,15,15,15,1675
"분류식 (m)","우수관거",측구,합계,동작구,-,-,-,-,-,-,-,-,-,-,143,143,143,143,143,143,143,143,143,143,143
"분류식 (m)","우수관거",측구,합계,관악구,-,-,-,-,-,-,-,-,-,-,138,138,138,153,388,496,496,496,496,496,496
"분류식 (m)","우수관거",측구,합계,서초구,-,-,-,-,135,-,135,135,135,135,3111,3259,3181,4169,4731,6539,6542,6542,7212,7321,7090
"분류식 (m)","우수관거",측구,합계,강남구,-,-,-,-,-,135,-,-,-,-,5007,5262,5262,4785,4529,4529,4529,4529,4529,4529,3928
"분류식 (m)","우수관거",측구,합계,송파구,-,-,-,-,1110,-,1110,1110,1110,1110,10592,10538,10745,10744,11244,11244,11018,11018,11018,11017,11017
"분류식 (m)","우수관거",측구,합계,강동구,-,-,-,-,6470,1110,6475,6475,6475,6475,6997,6891,6684,6696,6696,6696,6708,6708,6708,6708,6708
"분류식 (m)","우수관거",측구,합계,중랑처리장,-,-,-,-,-,-,92659,43105,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",측구,합계,탄천처리장,-,-,-,-,-,-,25976,1030,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",측구,합계,서남처리장,-,-,-,-,-,-,69715,18698,-,-,-,-,-,-,-,-,-,-,-,-,-
"분류식 (m)","우수관거",측구,합계,난지처리장,-,-,-,-,-,-,76507,35985,-,-,-,-,-,-,-,-,-,-,-,-,-
"맨홀 (개소)","소계",소계,합계,소계,195464,196637,197836,200100,201082,204720,209644,205623,206092,206443,255771,259593,264736,268015,271028,271221,273264,274261,244145,281581,284499
"맨홀 (개소)","소계",소계,합계,종로구,-,-,-,-,8098,8103,8103,8120,8187,8190,9250,9074,9311,9485,9557,9487,9854,9843,9510,9899,9994
"맨홀 (개소)","소계",소계,합계,중구,-,-,-,-,4720,4720,4721,4727,4772,4779,7519,7536,7656,7708,7955,7913,7992,8049,7994,8242,8275
"맨홀 (개소)","소계",소계,합계,용산구,-,-,-,-,7275,7279,7318,7373,7466,7503,9270,9214,9404,9469,9543,9545,9691,9676,9431,9880,9898
"맨홀 (개소)","소계",소계,합계,성동구,-,-,-,-,5531,5559,5591,5640,5641,5644,8029,7900,8144,8160,8300,8269,8382,8403,8172,8620,8630
"맨홀 (개소)","소계",소계,합계,광진구,-,-,-,-,7261,7262,7266,7285,7306,7338,9286,9245,9501,9549,9618,9712,9849,9926,9938,10303,10350
"맨홀 (개소)","소계",소계,합계,동대문구,-,-,-,-,9442,9453,9487,9408,9310,9272,12070,11895,11843,11914,11936,11930,12038,11989,11715,12242,12329
"맨홀 (개소)","소계",소계,합계,중랑구,-,-,-,-,9268,9296,9325,9341,9360,9360,11536,11413,11556,11845,11913,11913,12074,12106,11557,12406,12510
"맨홀 (개소)","소계",소계,합계,성북구,-,-,-,-,9823,9809,9791,9729,9717,9767,13751,13811,13939,14115,14128,14134,14560,14595,13703,15170,15137
"맨홀 (개소)","소계",소계,합계,강북구,-,-,-,-,7021,7043,7108,7065,7139,7139,10156,9952,10287,10394,10422,10449,10720,10780,10518,11163,11177
"맨홀 (개소)","소계",소계,합계,도봉구,-,-,-,-,5822,5822,5822,5853,5881,5899,8177,8012,7973,8028,8098,8098,8682,8842,7687,9515,9539
"맨홀 (개소)","소계",소계,합계,노원구,-,-,-,-,11962,11966,12007,12025,12048,12048,9988,9656,9883,9994,10386,10386,10844,11031,8680,11455,11529
"맨홀 (개소)","소계",소계,합계,은평구,-,-,-,-,11309,11331,11342,11342,11385,11338,12207,12360,12986,13183,13199,13199,13302,13321,11270,13649,13605
"맨홀 (개소)","소계",소계,합계,서대문구,-,-,-,-,8138,8151,8142,8142,8167,8203,9283,9141,9064,8769,8881,8914,9188,9205,8366,9248,9229
"맨홀 (개소)","소계",소계,합계,마포구,-,-,-,-,9637,9644,9644,9658,9661,9695,11810,11849,11810,11830,11954,11954,12235,12311,10864,12390,12462
"맨홀 (개소)","소계",소계,합계,양천구,-,-,-,-,6539,6584,6624,6636,6652,6657,8653,8654,9221,9451,9527,9550,9746,9746,7957,9714,9773
"맨홀 (개소)","소계",소계,합계,강서구,-,-,-,-,8510,8625,8804,8859,8875,8910,11013,10972,11371,11449,12120,12166,12539,12566,9947,13369,13449
"맨홀 (개소)","소계",소계,합계,구로구,-,-,-,-,5552,5570,5581,5592,5604,5634,9491,9482,9697,10029,10016,10023,10370,10401,9755,10913,10973
"맨홀 (개소)","소계",소계,합계,금천구,-,-,-,-,4512,4519,4551,4551,4583,4589,5797,5805,5970,6135,6309,6309,6456,6484,5766,6543,6595
"맨홀 (개소)","소계",소계,합계,영등포구,-,-,-,-,8775,8817,8864,8900,8914,8921,12038,12158,12309,12396,12332,12332,12733,12771,12062,12711,12786
"맨홀 (개소)","소계",소계,합계,동작구,-,-,-,-,7046,7030,7061,7069,7084,7084,9629,9722,9701,9774,9796,9796,9925,9857,9443,10137,10143
"맨홀 (개소)","소계",소계,합계,관악구,-,-,-,-,8032,8046,8094,8094,8081,8135,10243,10276,10795,10963,10992,10996,11360,11369,11117,11613,11772
"맨홀 (개소)","소계",소계,합계,서초구,-,-,-,-,7600,7601,7636,7636,7681,7751,10485,10414,10670,11007,11257,11341,12090,12103,10270,12520,13231
"맨홀 (개소)","소계",소계,합계,강남구,-,-,-,-,9353,12626,12655,12655,12655,12664,13023,12979,13109,13658,13891,13910,14656,14753,11736,15170,16367
"맨홀 (개소)","소계",소계,합계,송파구,-,-,-,-,11240,11244,11244,11244,11244,11244,13238,13017,13134,13301,13379,13379,13810,13916,8471,14357,14346
"맨홀 (개소)","소계",소계,합계,강동구,-,-,-,-,8616,8620,8670,8679,8679,8679,9829,9832,9761,9769,9839,9891,10168,10218,8216,10352,10400
"맨홀 (개소)","소계",소계,합계,중랑처리장,-,-,-,-,-,-,1455,-,-,-,-,1980,1972,1967,1988,1425,-,-,-,-,-
"맨홀 (개소)","소계",소계,합계,탄천처리장,-,-,-,-,-,-,1245,-,-,-,-,1119,1273,1278,1266,1988,-,-,-,-,-
"맨홀 (개소)","소계",소계,합계,서남처리장,-,-,-,-,-,-,853,-,-,-,-,1219,1425,1425,1425,1211,-,-,-,-,-
"맨홀 (개소)","소계",소계,합계,난지처리장,-,-,-,-,-,-,640,-,-,-,-,906,971,970,1001,1001,-,-,-,-,-
"오수받이 (개소)","소계",소계,합계,소계,425708,438120,445315,449418,452217,458018,465152,475483,486767,488884,432176,444301,453917,475144,483822,483745,496602,498708,502101,540081,555205
"오수받이 (개소)","소계",소계,합계,종로구,-,-,-,-,10951,10951,10951,10951,10955,11090,13880,13916,15023,15575,15774,15590,16173,16183,16227,17212,17353
"오수받이 (개소)","소계",소계,합계,중구,-,-,-,-,7531,7531,7531,7535,7572,7721,13400,13474,13608,13601,15232,15075,15081,15020,14992,15715,15750
"오수받이 (개소)","소계",소계,합계,용산구,-,-,-,-,12182,12222,12276,12338,12483,12595,17530,17555,17895,18012,18004,17937,17930,17917,17692,18677,18668
"오수받이 (개소)","소계",소계,합계,성동구,-,-,-,-,10435,10495,10543,10633,10633,10618,11973,12023,14674,15023,15897,15847,15709,15726,16205,17046,17149
"오수받이 (개소)","소계",소계,합계,광진구,-,-,-,-,15431,15437,15480,22547,22596,22663,24291,24291,24846,24795,24904,25081,25056,25024,25193,25812,25865
"오수받이 (개소)","소계",소계,합계,동대문구,-,-,-,-,13897,13929,14092,14098,14025,14025,20406,20652,21125,21369,21469,21436,21550,21593,21647,23976,24580
"오수받이 (개소)","소계",소계,합계,중랑구,-,-,-,-,23360,23417,23534,23685,23731,23784,15770,16290,17152,18054,18281,18281,18433,18496,18864,20751,21982
"오수받이 (개소)","소계",소계,합계,성북구,-,-,-,-,25521,25503,25233,25023,25328,25428,19967,20997,21421,21963,22046,22052,22895,22957,22997,28036,27990
"오수받이 (개소)","소계",소계,합계,강북구,-,-,-,-,11421,11477,11632,11542,11686,11679,14439,14448,15575,15897,16012,16002,16190,16494,16464,19777,19809
"오수받이 (개소)","소계",소계,합계,도봉구,-,-,-,-,9884,9884,9926,10522,13635,13658,9634,10941,10974,11526,11691,11691,11876,12137,12382,17855,17856
"오수받이 (개소)","소계",소계,합계,노원구,-,-,-,-,20071,20077,20105,20150,20209,20209,13930,13918,14302,14553,14977,14977,15045,15656,15482,18296,18327
"오수받이 (개소)","소계",소계,합계,은평구,-,-,-,-,26933,26995,27027,27027,27146,27184,17290,17702,21566,22482,22653,22653,22789,22788,22948,24531,24422
"오수받이 (개소)","소계",소계,합계,서대문구,-,-,-,-,14265,14280,14281,14281,14281,14287,15151,15208,14844,14373,14492,14531,14644,14570,14606,16405,16445
"오수받이 (개소)","소계",소계,합계,마포구,-,-,-,-,17566,17567,17657,17665,17672,17767,21988,22418,23557,23600,23975,23975,23977,23990,23997,24882,25022
"오수받이 (개소)","소계",소계,합계,양천구,-,-,-,-,20634,20694,20828,20853,20886,20918,22534,22534,22969,22918,22998,23010,22848,22846,22674,22618,22759
"오수받이 (개소)","소계",소계,합계,강서구,-,-,-,-,21393,21630,22156,22226,28924,29086,15521,15537,17007,20556,21315,21426,22039,22087,24042,25247,25465
"오수받이 (개소)","소계",소계,합계,구로구,-,-,-,-,10913,10988,11019,11062,11096,11264,10469,10468,10865,13326,13482,13505,13792,13803,14145,15643,15755
"오수받이 (개소)","소계",소계,합계,금천구,-,-,-,-,13720,13724,13789,13799,13870,13883,7781,14501,8786,15289,15520,15520,15562,15583,15590,16156,16234
"오수받이 (개소)","소계",소계,합계,영등포구,-,-,-,-,21206,21238,21308,21372,21412,21437,15269,15531,16139,17002,17360,17360,17497,17594,17785,17977,18842
"오수받이 (개소)","소계",소계,합계,동작구,-,-,-,-,15860,15780,21088,21110,21135,21135,19099,19252,16944,17327,17517,17517,17511,17452,17485,18524,18605
"오수받이 (개소)","소계",소계,합계,관악구,-,-,-,-,23416,23459,23620,23653,23713,24003,21721,22485,23439,23839,24386,24407,24880,24909,23700,26260,26536
"오수받이 (개소)","소계",소계,합계,서초구,-,-,-,-,24648,24707,24813,24813,24955,25255,21209,21225,21867,22774,23538,23450,31477,31467,31338,31980,33090
"오수받이 (개소)","소계",소계,합계,강남구,-,-,-,-,30635,35580,35665,35665,35822,36023,21223,21234,21526,22571,22871,22870,23658,24321,24867,25519,35225
"오수받이 (개소)","소계",소계,합계,송파구,-,-,-,-,27951,28036,28114,30407,30476,30543,26508,26508,26690,27218,27664,27664,27834,27896,28492,28797,28900
"오수받이 (개소)","소계",소계,합계,강동구,-,-,-,-,22393,22417,22484,22526,22526,22629,21193,21193,21123,21501,21764,21888,22156,22199,22287,22389,22576
"토실·토구 (개소)","소계",소계,합계,소계,1305,1310,1310,1310,1326,1326,1326,1326,1326,1326,2571,3743,4002,3972,3965,3967,3994,3997,3957,3848,3847
"토실·토구 (개소)","소계",소계,합계,종로구,-,-,-,-,-,-,-,-,-,-,-,107,101,101,100,100,165,165,165,165,160
"토실·토구 (개소)","소계",소계,합계,중구,-,-,-,-,-,-,-,-,-,-,37,30,30,30,28,28,45,45,45,45,45
"토실·토구 (개소)","소계",소계,합계,용산구,-,-,-,-,-,-,-,-,-,-,26,86,94,93,91,91,121,121,124,124,124
"토실·토구 (개소)","소계",소계,합계,성동구,-,-,-,-,-,-,-,-,-,-,19,98,104,104,103,103,128,126,130,130,130
"토실·토구 (개소)","소계",소계,합계,광진구,-,-,-,-,-,-,-,-,-,-,10,33,40,40,40,40,49,52,51,51,51
"토실·토구 (개소)","소계",소계,합계,동대문구,-,-,-,-,-,-,-,-,-,-,-,72,70,69,69,69,123,122,123,109,107
"토실·토구 (개소)","소계",소계,합계,중랑구,-,-,-,-,-,-,-,-,-,-,-,52,61,61,61,61,73,74,71,71,69
"토실·토구 (개소)","소계",소계,합계,성북구,-,-,-,-,-,-,-,-,-,-,-,177,178,174,182,182,358,358,358,344,343
"토실·토구 (개소)","소계",소계,합계,강북구,-,-,-,-,-,-,-,-,-,-,165,64,64,64,64,64,166,165,162,155,155
"토실·토구 (개소)","소계",소계,합계,도봉구,-,-,-,-,-,-,-,-,-,-,-,218,189,187,217,217,463,464,454,392,395
"토실·토구 (개소)","소계",소계,합계,노원구,-,-,-,-,-,-,-,-,-,-,-,124,134,134,134,134,241,240,236,235,240
"토실·토구 (개소)","소계",소계,합계,은평구,-,-,-,-,-,-,-,-,-,-,256,80,92,93,87,87,111,111,111,108,108
"토실·토구 (개소)","소계",소계,합계,서대문구,-,-,-,-,-,-,-,-,-,-,342,201,190,190,185,185,362,362,328,328,328
"토실·토구 (개소)","소계",소계,합계,마포구,-,-,-,-,-,-,-,-,-,-,-,110,108,108,107,107,146,146,146,141,141
"토실·토구 (개소)","소계",소계,합계,양천구,-,-,-,-,-,-,-,-,-,-,11,19,18,18,18,18,24,24,24,24,24
"토실·토구 (개소)","소계",소계,합계,강서구,-,-,-,-,-,-,-,-,-,-,-,82,81,83,82,83,98,98,96,94,94
"토실·토구 (개소)","소계",소계,합계,구로구,-,-,-,-,-,-,-,-,-,-,118,116,115,92,92,93,110,109,110,108,108
"토실·토구 (개소)","소계",소계,합계,금천구,-,-,-,-,-,-,-,-,-,-,-,41,37,36,35,35,44,44,44,44,44
"토실·토구 (개소)","소계",소계,합계,영등포구,-,-,-,-,-,-,-,-,-,-,-,110,104,104,100,100,119,119,119,120,119
"토실·토구 (개소)","소계",소계,합계,동작구,-,-,-,-,-,-,-,-,-,-,-,42,37,38,38,38,45,45,45,43,43
"토실·토구 (개소)","소계",소계,합계,관악구,-,-,-,-,-,-,-,-,-,-,-,183,154,155,157,157,273,273,273,272,275
"토실·토구 (개소)","소계",소계,합계,서초구,-,-,-,-,-,-,-,-,-,-,242,226,231,233,246,245,311,315,315,318,318
"토실·토구 (개소)","소계",소계,합계,강남구,-,-,-,-,-,-,-,-,-,-,-,114,107,111,107,108,154,154,155,155,155
"토실·토구 (개소)","소계",소계,합계,송파구,-,-,-,-,-,-,-,-,-,-,-,131,131,132,132,132,166,166,172,172,172
"토실·토구 (개소)","소계",소계,합계,강동구,-,-,-,-,-,-,-,-,-,-,9,86,92,91,91,91,99,99,100,100,99
"토실·토구 (개소)","소계",소계,합계,중랑처리장,-,-,-,-,757,757,757,757,757,757,608,569,800,793,764,202,-,-,-,-,-
"토실·토구 (개소)","소계",소계,합계,탄천처리장,-,-,-,-,130,130,130,130,130,130,194,115,119,116,115,764,-,-,-,-,-
"토실·토구 (개소)","소계",소계,합계,서남처리장,-,-,-,-,191,191,191,191,191,191,252,203,203,203,202,115,-,-,-,-,-
"토실·토구 (개소)","소계",소계,합계,난지처리장,-,-,-,-,248,248,248,248,248,248,282,254,318,319,318,318,-,-,-,-,-
